pos;shape;value;landmark
pos1;1;1.0;1
pos2;1;0.0;1
pos1;1;1.3668124482004727;2
pos2;1;0.09442719099991587;2
pos1;1;2.079837387624884;3
pos2;1;0.6498393924658127;3
pos1;1;2.379484655728429;4
pos2;1;1.694427190999916;4
pos1;1;1.8742645786248002;5
pos2;1;2.7527638409423467;5
pos1;1;0.8000000000000003;6
pos2;1;3.2;6
pos1;1;-0.37983738762488406;7
pos2;1;2.752763840942348;7
pos1;1;-1.4378438692285544;8
pos2;1;1.694427190999916;8
pos1;1;-2.3742645786248;9
pos2;1;0.6498393924658131;9
pos1;1;-3.108453234700347;10
pos2;1;0.09442719099991596;10
pos1;1;-3.4000000000000004;11
pos2;1;5.877363255445678e-48;11
pos1;1;-3.108453234700347;12
pos2;1;-0.09442719099991576;12
pos1;1;-2.3742645786248007;13
pos2;1;-0.6498393924658123;13
pos1;1;-1.4378438692285551;14
pos2;1;-1.6944271909999156;14
pos1;1;-0.37983738762488495;15
pos2;1;-2.7527638409423467;15
pos1;1;0.7999999999999994;16
pos2;1;-3.2;16
pos1;1;1.8742645786247998;17
pos2;1;-2.752763840942348;17
pos1;1;2.379484655728429;18
pos2;1;-1.6944271909999167;18
pos1;1;2.0798373876248855;19
pos2;1;-0.6498393924658135;19
pos1;1;1.3668124482004733;20
pos2;1;-0.09442719099991607;20
