pos1;pos2;landmark
1.9532411114201733;0.21497044021102407;1
1.815150839341914;0.4198891015602646;2
1.5921861314112875;0.6051742151937651;3
1.2947725695636554;0.7621620551276365;4
0.9368168813995803;0.8835120444460229;5
0.5350566770584415;0.963549992519223;6
0.10827781717083522;0.9985334138511238;7
-0.32356399310552947;0.9868265225415261;8
-0.7402763106798289;0.9289767198167914;9
-1.1223741307247646;0.8276889981568906;10
-1.4519909838462617;0.6876994588534233;11
-1.7137143523351785;0.5155538571770216;12
-1.895306342365605;0.3193015301359798;13
-1.9882759143087192;0.10811901842394192;14
-1.9882759143087192;-0.10811901842394168;15
-1.895306342365605;-0.31930153013597995;16
-1.7137143523351783;-0.5155538571770218;17
-1.4519909838462615;-0.6876994588534234;18
-1.122374130724765;-0.8276889981568905;19
-0.7402763106798289;-0.9289767198167914;20
-0.3235639931055295;-0.9868265225415261;21
0.10827781717083516;-0.9985334138511238;22
0.535056677058442;-0.9635499925192229;23
0.9368168813995806;-0.8835120444460228;24
1.2947725695636558;-0.7621620551276362;25
1.592186131411288;-0.6051742151937649;26
1.8151508393419138;-0.41988910156026493;27
1.9532411114201733;-0.21497044021102438;28
2.0;-2.4492935982947064e-16;29
