pos1;pos2;landmark
1.9753766811902755;0.15643446504023087;1
1.902113032590307;0.3090169943749474;2
1.7820130483767358;0.45399049973954675;3
1.618033988749895;0.5877852522924731;4
1.4142135623730951;0.7071067811865475;5
1.1755705045849463;0.8090169943749475;6
0.9079809994790937;0.8910065241883678;7
0.6180339887498949;0.9510565162951535;8
0.31286893008046185;0.9876883405951378;9
1.2246467991473532e-16;1.0;10
-0.3128689300804616;0.9876883405951378;11
-0.6180339887498947;0.9510565162951536;12
-0.9079809994790935;0.8910065241883679;13
-1.175570504584946;0.8090169943749475;14
-1.414213562373095;0.7071067811865476;15
-1.6180339887498947;0.5877852522924732;16
-1.7820130483767356;0.45399049973954686;17
-1.902113032590307;0.3090169943749475;18
-1.9753766811902753;0.15643446504023098;19
-2.0;1.2246467991473532e-16;20
-1.9753766811902755;-0.15643446504023073;21
-1.9021130325903073;-0.3090169943749473;22
-1.7820130483767358;-0.4539904997395467;23
-1.618033988749895;-0.587785252292473;24
-1.4142135623730954;-0.7071067811865475;25
-1.1755705045849465;-0.8090169943749473;26
-0.9079809994790938;-0.8910065241883678;27
-0.6180339887498951;-0.9510565162951535;28
-0.31286893008046207;-0.9876883405951377;29
-3.6739403974420594e-16;-1.0;30
0.31286893008046135;-0.9876883405951378;31
0.6180339887498945;-0.9510565162951536;32
0.9079809994790933;-0.891006524188368;33
1.1755705045849458;-0.8090169943749476;34
1.4142135623730947;-0.7071067811865477;35
1.6180339887498947;-0.5877852522924734;36
1.7820130483767356;-0.45399049973954697;37
1.902113032590307;-0.3090169943749476;38
1.9753766811902753;-0.15643446504023112;39
2.0;-2.4492935982947064e-16;40
