pos;shape;value;landmark
pos1;1;1.9161425301928459;1
pos2;1;-0.19002883965852968;1
pos1;1;0.8133203053073204;2
pos2;1;0.2877859596160245;2
pos1;1;-0.39876678632436796;3
pos2;1;0.2861736660198686;3
pos1;1;-1.3412420306869184;4
pos2;1;-0.22851615802460032;4
pos1;1;-1.7051357096146493;5
pos2;1;-1.0264645514366273;5
pos1;1;-1.3451567897076557;6
pos2;1;-1.564092063263507;6
pos1;1;-0.3715935491806798;7
pos2;1;-1.6839787908846953;7
pos1;1;0.8513003991094544;8
pos2;1;-1.6586727096264393;8
pos1;1;1.9417608635655648;9
pos2;1;-1.5449783749754884;9
pos1;1;2.38404425184066;10
pos2;1;-0.9823228203178433;10
