pos;shape;value;landmark
pos1;1;-0.74213740331752;1
pos2;1;-0.6400285257750022;1
pos1;1;-1.4217481469640392;2
pos2;1;-0.6654784802572298;2
pos1;1;-1.2860424788056273;3
pos2;1;-0.09072942338563467;3
pos1;1;-0.695426779099387;4
pos2;1;0.2776711655926541;4
pos1;1;-0.04788280551486598;5
pos2;1;0.5794337108805697;5
pos1;1;0.6629896550820517;6
pos2;1;0.5186183939899394;6
pos1;1;1.2694761629348712;7
pos2;1;0.28262664441866714;7
pos1;1;1.6515785970440398;8
pos2;1;-0.2279347693272031;8
pos1;1;1.2083636789043763;9
pos2;1;-0.29288951795901275;9
pos1;1;0.7897177203481074;10
pos2;1;0.18259317406131712;10
pos1;1;0.1465987305873039;11
pos2;1;0.29707107963240836;11
pos1;1;-0.5068795938365654;12
pos2;1;0.07531007106246083;12
pos1;1;-0.9661596211832306;13
pos2;1;-0.27789154412043987;13
