kernel;acc;iter
mala_mom;1;1
mala_mom;1;2
mala_mom;1;3
mala_mom;1;4
mala_mom;1;5
mala_mom;1;6
mala_mom;1;7
mala_mom;1;8
mala_mom;1;9
mala_mom;1;10
mala_mom;1;11
mala_mom;1;12
mala_mom;1;13
mala_mom;1;14
mala_mom;1;15
mala_mom;1;16
mala_mom;1;17
mala_mom;1;18
mala_mom;1;19
mala_mom;1;20
mala_mom;0;21
mala_mom;0;22
mala_mom;1;23
mala_mom;0;24
mala_mom;0;25
mala_mom;0;26
mala_mom;0;27
mala_mom;0;28
mala_mom;0;29
mala_mom;0;30
mala_mom;0;31
mala_mom;1;32
mala_mom;0;33
mala_mom;0;34
mala_mom;1;35
mala_mom;1;36
mala_mom;1;37
mala_mom;0;38
mala_mom;0;39
mala_mom;1;40
mala_mom;0;41
mala_mom;0;42
mala_mom;0;43
mala_mom;0;44
mala_mom;0;45
mala_mom;0;46
mala_mom;0;47
mala_mom;0;48
mala_mom;0;49
mala_mom;0;50
mala_mom;0;51
mala_mom;0;52
mala_mom;0;53
mala_mom;0;54
mala_mom;0;55
mala_mom;0;56
mala_mom;0;57
mala_mom;0;58
mala_mom;0;59
mala_mom;0;60
mala_mom;0;61
mala_mom;1;62
mala_mom;1;63
mala_mom;1;64
mala_mom;1;65
mala_mom;1;66
mala_mom;1;67
mala_mom;1;68
mala_mom;1;69
mala_mom;1;70
mala_mom;1;71
mala_mom;1;72
mala_mom;1;73
mala_mom;1;74
mala_mom;1;75
mala_mom;1;76
mala_mom;1;77
mala_mom;1;78
mala_mom;1;79
mala_mom;1;80
mala_mom;1;81
mala_mom;1;82
mala_mom;1;83
mala_mom;1;84
mala_mom;1;85
mala_mom;1;86
mala_mom;1;87
mala_mom;1;88
mala_mom;1;89
mala_mom;1;90
mala_mom;1;91
mala_mom;1;92
mala_mom;1;93
mala_mom;0;94
mala_mom;1;95
mala_mom;0;96
mala_mom;1;97
mala_mom;1;98
mala_mom;1;99
