a;c;gamma;iterate
0.23074806693973238;0.02;0.19999999999999998;0
0.23074806693973238;0.02;0.19999999999999998;1
0.23074806693973238;0.02;0.19999999999999998;2
0.23074806693973238;0.02;0.19999999999999998;3
0.23074806693973238;0.02;0.19999999999999998;4
0.23074806693973238;0.02;0.19999999999999998;5
0.23074806693973238;0.02;0.19999999999999998;6
0.23074806693973238;0.02;0.19999999999999998;7
0.23074806693973238;0.02;0.19999999999999998;8
0.23074806693973238;0.02;0.19999999999999998;9
0.23074806693973238;0.02;0.19999999999999998;10
0.23074806693973238;0.02;0.19999999999999998;11
0.23074806693973238;0.02;0.19999999999999998;12
0.23074806693973238;0.02;0.19999999999999998;13
0.23074806693973238;0.02;0.19999999999999998;14
0.23074806693973238;0.02;0.19999999999999998;15
0.23074806693973238;0.02;0.19999999999999998;16
0.23074806693973238;0.02;0.19999999999999998;17
0.23074806693973238;0.02;0.19999999999999998;18
0.23074806693973238;0.02;0.19999999999999998;19
0.23074806693973238;0.02;0.19999999999999998;20
0.23074806693973238;0.02;0.19999999999999998;21
0.23074806693973238;0.02;0.19999999999999998;22
0.23074806693973238;0.02;0.19999999999999998;23
0.23074806693973238;0.02;0.19999999999999998;24
0.23074806693973238;0.02;0.19999999999999998;25
0.23074806693973238;0.02;0.19999999999999998;26
0.23074806693973238;0.02;0.19999999999999998;27
0.23074806693973238;0.02;0.19999999999999998;28
0.23074806693973238;0.02;0.19999999999999998;29
0.23074806693973238;0.02;0.19999999999999998;30
0.23074806693973238;0.02;0.19999999999999998;31
0.23074806693973238;0.02;0.19999999999999998;32
0.23074806693973238;0.02;0.19999999999999998;33
0.23074806693973238;0.02;0.19999999999999998;34
0.23074806693973238;0.02;0.19999999999999998;35
0.23074806693973238;0.02;0.19999999999999998;36
0.23074806693973238;0.02;0.19999999999999998;37
0.23074806693973238;0.02;0.19999999999999998;38
0.23074806693973238;0.02;0.19999999999999998;39
0.23074806693973238;0.02;0.19999999999999998;40
0.23074806693973238;0.02;0.19999999999999998;41
0.23074806693973238;0.02;0.19999999999999998;42
0.23074806693973238;0.02;0.19999999999999998;43
0.23074806693973238;0.02;0.19999999999999998;44
0.23074806693973238;0.02;0.19999999999999998;45
0.23074806693973238;0.02;0.19999999999999998;46
0.23074806693973238;0.02;0.19999999999999998;47
0.23074806693973238;0.02;0.19999999999999998;48
0.23074806693973238;0.02;0.19999999999999998;49
0.23074806693973238;0.02;0.19999999999999998;50
0.23074806693973238;0.02;0.19999999999999998;51
0.23074806693973238;0.02;0.19999999999999998;52
0.23074806693973238;0.02;0.19999999999999998;53
0.23074806693973238;0.02;0.19999999999999998;54
0.23074806693973238;0.02;0.19999999999999998;55
0.23074806693973238;0.02;0.19999999999999998;56
0.23074806693973238;0.02;0.19999999999999998;57
0.23074806693973238;0.02;0.19999999999999998;58
0.23074806693973238;0.02;0.19999999999999998;59
